name,detail,cover,price,kind
置身事内：中国政府与经济发展（罗永浩、刘格菘、张军、周黎安、王烁联袂推荐，复旦经院“毕业课”）团购电话:4001066666转6,http://product.dangdang.com/29281158.html,http://img3m8.ddimg.cn/27/24/29281158-1_l_21.jpg,41.00,经济
可复制的领导力：樊登的9堂商业课（团购，请致电400-106-6666转6）,http://product.dangdang.com/25189353.html,http://img3m3.ddimg.cn/90/12/25189353-1_l_3.jpg,36.70,管理
我和小姐姐克拉拉（共3册）1.2.3 经典完全本,http://product.dangdang.com/23797242.html,http://img3m2.ddimg.cn/18/26/23797242-1_l_3.jpg,23.80,童书
四五快读 全彩图升级版――幼儿快速识字阅读法（全8册）(让孩子爱上阅读 快乐识字)[精选套装],http://product.dangdang.com/22745425.html,http://img3m5.ddimg.cn/76/8/22745425-1_l_21.jpg,105.70,亲子/家教
张爱玲全集01：倾城之恋（23岁张爱玲成名代表作！收录《倾城之恋》《第一炉香》《金锁记》等热门影视原著小说。王安忆、苏童、蔡康永推荐！）,http://product.dangdang.com/26516204.html,http://img3m4.ddimg.cn/44/6/26516204-1_l_3.jpg,29.20,小说
我有友情要出租（拼音版）,http://product.dangdang.com/25084833.html,http://img3m3.ddimg.cn/15/17/25084833-1_l_17.jpg,9.00,童书
意林合订本2021年01期-06期（总第68卷）升级版,http://product.dangdang.com/29201218.html,http://img3m8.ddimg.cn/79/4/29201218-1_l_4.jpg,16.80,青春文学
遇见未知的自己：全新修订版,http://product.dangdang.com/28486644.html,http://img3m4.ddimg.cn/87/11/28486644-1_l_7.jpg,26.00,成功/励志
世界上最棒的礼物――图画中隐藏无数细节，让小小孩玩过瘾！,http://product.dangdang.com/27909397.html,http://img3m7.ddimg.cn/10/1/27909397-1_l_9.jpg,22.90,童书
我与地坛（纪念版）,http://product.dangdang.com/21055821.html,http://img3m1.ddimg.cn/6/9/21055821-1_l_2.jpg,16.00,文学
理解人性（成熟不是看懂事情，而是看透人性。）,http://product.dangdang.com/28521430.html,http://img3m0.ddimg.cn/25/17/28521430-1_l_11.jpg,17.60,心理学
房思琪的初恋乐园 （豆瓣9.2高分！数百万读者强烈共鸣的文学绝唱）,http://product.dangdang.com/25208978.html,http://img3m8.ddimg.cn/14/27/25208978-1_l_3.jpg,45.00,小说
西游记原著版（上、下册）（团购电话:400-1066666转6）,http://product.dangdang.com/104336.html,http://img3m6.ddimg.cn/89/33/104336-1_l_3.jpg,23.60,小说
塔木德,http://product.dangdang.com/20465714.html,http://img3m4.ddimg.cn/38/15/20465714-1_l_4.jpg,18.00,成功/励志
山月记（如果你很迷茫！自我拉扯！一定要读《山月记》。日本文豪中岛敦笔下的中国物语，常年入选日本国语教材）【果麦经典】,http://product.dangdang.com/26514431.html,http://img3m1.ddimg.cn/53/9/26514431-1_l_20.jpg,22.50,小说
作家榜经典：父与子全集(郑渊洁推荐版《父与子》，亲子共读常备书目！荣获10万+读者五星好评推荐版本！),http://product.dangdang.com/25067286.html,http://img3m6.ddimg.cn/90/8/25067286-1_l_138.jpg,19.90,动漫/幽默
养育男孩（典藏版）,http://product.dangdang.com/27922796.html,http://img3m6.ddimg.cn/44/6/27922796-1_l_7.jpg,19.90,亲子/家教
侦探与小偷 （手绘精美插图，金钥匙儿童文学大系）,http://product.dangdang.com/26482585.html,http://img3m5.ddimg.cn/85/20/26482585-1_l_19.jpg,12.20,童书
我喜欢生命本来的样子(周国平经典散文作品集),http://product.dangdang.com/24198400.html,http://img3m0.ddimg.cn/28/30/24198400-1_l_14.jpg,22.10,文学
阿Q正传（收录鲁迅《阿Q正传》《狂人日记》《药》等17个中短篇小说）,http://product.dangdang.com/23629643.html,http://img3m3.ddimg.cn/26/0/23629643-1_l_9.jpg,9.40,小说
心 稻盛和夫的一生嘱托,http://product.dangdang.com/28547915.html,http://img3m5.ddimg.cn/77/10/28547915-1_l_20.jpg,29.20,成功/励志
宫西达也恐龙系列全套7册（你看起来好像很好吃+我是霸王龙等）,http://product.dangdang.com/24079906.html,http://img3m6.ddimg.cn/37/10/24079906-1_l_23.jpg,65.60,童书
岛上书店（李现推荐，每个人的生命中，都有无比艰难的那一年，将人生变得美好而辽阔。加・泽文感动读者的治愈小说！）,http://product.dangdang.com/23685329.html,http://img3m9.ddimg.cn/74/1/23685329-1_l_45.jpg,17.50,小说
大师开讲：钱穆谈中国历史文化,http://product.dangdang.com/27875605.html,http://img3m5.ddimg.cn/76/27/27875605-1_l_16.jpg,63.30,文化
东野圭吾：嫌疑人X的献身（易烊千玺、王凯推荐，至为纯粹的爱情，绝好的诡计）,http://product.dangdang.com/23490646.html,http://img3m6.ddimg.cn/25/12/23490646-1_l_6.jpg,24.10,小说
沙丘六部曲（同名电影全国上映！《降临》导演执导、“甜茶”“灭霸”、张震等主演。每个“不可不读”的书单上都有《沙丘》）,http://product.dangdang.com/27943126.html,http://img3m6.ddimg.cn/79/23/27943126-1_l_12.jpg,197.40,小说
笑侃诗词,http://product.dangdang.com/29275151.html,http://img3m1.ddimg.cn/59/11/29275151-1_l_4.jpg,29.50,文学
海奥华预言中文版（米歇戴斯玛克特讲述地球人外星游记外观地球内视生命灵性预言性科幻小说作家出版社）,http://product.dangdang.com/25322131.html,http://img3m1.ddimg.cn/10/34/25322131-1_l_2872.jpg,19.50,小说
万历十五年 一本好书 腾讯视频栏目推荐,http://product.dangdang.com/23445575.html,http://img3m5.ddimg.cn/98/7/23445575-1_l_10.jpg,13.00,历史
沧浪之水（某瓣8.5分，入围茅盾文学奖。职场小白、考公人的启蒙之书。2021版）,http://product.dangdang.com/29270902.html,http://img3m2.ddimg.cn/67/17/29270902-1_l_9.jpg,24.50,小说
在细雨中呼喊（余华活着许三观卖血记兄弟文城长篇代表作之一作家出版社）,http://product.dangdang.com/25160767.html,http://img3m7.ddimg.cn/16/27/25160767-1_l_3.jpg,16.50,小说
写给儿童的中国历史（中国孩子的历史启蒙，真正写给孩子看的中国通史，全彩铜版14册）,http://product.dangdang.com/23427436.html,http://img3m6.ddimg.cn/76/35/23427436-1_l_18.jpg,177.50,童书
在你们离开以前（当当专享信纸，一本治愈两代人的生命自度书）,http://product.dangdang.com/29278338.html,http://img3m8.ddimg.cn/78/16/29278338-1_l_20.jpg,24.00,文学
屁屁侦探思维进阶版 第一辑（精装4册）,http://product.dangdang.com/29217984.html,http://img3m4.ddimg.cn/15/9/29217984-1_l_7.jpg,77.00,童书
事实（比尔.盖茨送给全美大学生的毕业礼物！比尔.盖茨逢人就推荐的热门大书！）,http://product.dangdang.com/27866721.html,http://img3m1.ddimg.cn/3/23/27866721-1_l_5.jpg,49.50,管理
拼音真好玩（全彩6册）（从幼小衔接到一年级，拼音学习启蒙书，附赠超实用拼音全表） 小猛犸童书出品,http://product.dangdang.com/25352309.html,http://img3m9.ddimg.cn/92/20/25352309-1_l_23.jpg,49.50,童书
明朝那些事儿增补版.全集（全新印签版）,http://product.dangdang.com/29296796.html,http://img3m6.ddimg.cn/23/11/29296796-1_l_12.jpg,399.00,历史
100层的房子系列（全4册，《100层的房子》+《地下100层的房子》+《海底100层的房子》+《天空100层的房子》）,http://product.dangdang.com/26916076.html,http://img3m6.ddimg.cn/55/19/26916076-1_l_4.jpg,78.00,童书
365夜睡前故事（全4册） 宝宝睡前故事书0-3-6岁幼儿故事书早教配图 婴儿绘本书籍 [0-6岁],http://product.dangdang.com/27856105.html,http://img3m5.ddimg.cn/79/26/27856105-1_l_2.jpg,30.90,童书
人性的弱点（戴尔・卡耐基成功学的奠基之作）,http://product.dangdang.com/23720003.html,http://img3m3.ddimg.cn/98/6/23720003-1_l_20.jpg,14.10,成功/励志
夜航船（读过《夜航船》，灵魂才有趣！贾平凹、余秋雨推崇阅读),http://product.dangdang.com/29138967.html,http://img3m7.ddimg.cn/0/24/29138967-1_l_15.jpg,34.40,文学
花婆婆――清华附小推荐的经典绘本！美国国家图书奖作品！,http://product.dangdang.com/28479620.html,http://img3m0.ddimg.cn/92/17/28479620-1_l_8.jpg,19.90,童书
影响力（经典版）（团购，请致电010-57993380）,http://product.dangdang.com/24028342.html,http://img3m2.ddimg.cn/52/24/24028342-1_l_16.jpg,35.60,管理
献给阿尔吉侬的花束 （新译本）,http://product.dangdang.com/23685953.html,http://img3m3.ddimg.cn/5/33/23685953-1_l_8.jpg,21.60,小说
半小时漫画经济学系列（共4册）（用特别有趣的方式，讲清楚特别艰深的经济学原理。混子哥新作！）,http://product.dangdang.com/29128303.html,http://img3m3.ddimg.cn/28/16/29128303-1_l_14.jpg,90.80,经济
下雨的书店（全4册）,http://product.dangdang.com/29271454.html,http://img3m4.ddimg.cn/25/14/29271454-1_l_9.jpg,66.50,童书
0-4岁幼儿认知小百科（全3册),http://product.dangdang.com/23417701.html,http://img3m1.ddimg.cn/43/31/23417701-1_l_24.jpg,50.50,童书
慢一点也没关系（内卷时代的避坑指南）,http://product.dangdang.com/29302716.html,http://img3m6.ddimg.cn/3/11/29302716-1_l_14.jpg,17.90,心理学
千与千寻（宫崎骏作品。日本上映20周年特别纪念！）,http://product.dangdang.com/29254497.html,http://img3m7.ddimg.cn/96/3/29254497-1_l_8.jpg,42.90,动漫/幽默
硅谷钢铁侠：埃隆・马斯克的冒险人生,http://product.dangdang.com/23935212.html,http://img3m2.ddimg.cn/81/23/23935212-1_l_10.jpg,51.00,管理
浮生六记（非常容易读懂原文的版本：详细注解+准确优美直译。获得台湾认可并引进出版的大陆版）,http://product.dangdang.com/26487694.html,http://img3m4.ddimg.cn/46/23/26487694-1_l_7.jpg,16.80,文学
汪曾祺散文集：人间知味（收录《人间草木》等经典散文）,http://product.dangdang.com/25229345.html,http://img3m5.ddimg.cn/86/7/25229345-1_l_18.jpg,18.70,文学
放学后（东野圭吾成名作）,http://product.dangdang.com/25154615.html,http://img3m5.ddimg.cn/2/17/25154615-1_l_7.jpg,26.55,小说
"西西弗神话（诺贝尔文学奖得主,加缪的荒诞哲学代表作)",http://product.dangdang.com/29134555.html,http://img3m5.ddimg.cn/43/15/29134555-1_l_9.jpg,34.40,文学
牛虻（我一定要走自己的路，追随我所见到的光明。无数人因为读它重获力量）,http://product.dangdang.com/29134539.html,http://img3m9.ddimg.cn/27/36/29134539-1_l_5.jpg,34.40,小说
夜晚的潜水艇(第四届宝珀理想国文学奖得主陈春成短篇小说集，游荡于旧山河与未知宇宙间，汉语的一种风度与可能性),http://product.dangdang.com/29130324.html,http://img3m4.ddimg.cn/69/2/29130324-1_l_16.jpg,31.20,小说
米小圈上学记四年级（套装共4册）,http://product.dangdang.com/25261326.html,http://img3m6.ddimg.cn/90/20/25261326-1_l_12.jpg,49.00,童书
五味太郎：孩子没问题，大人有问题（全2册）,http://product.dangdang.com/29293520.html,http://img3m0.ddimg.cn/14/28/29293520-1_l_3.jpg,35.00,亲子/家教
癌症不是病：它是身体的一种疗愈机制（解密身体与癌症的真实联系，介绍40余种癌症自然疗法）,http://product.dangdang.com/28539957.html,http://img3m7.ddimg.cn/39/7/28539957-1_l_27.jpg,24.90,保健/养生
白鹿原（新版，央视《读书》推荐，含白鹿原+信任+蚕儿+霞光灿烂的早晨）,http://product.dangdang.com/26913843.html,http://img3m3.ddimg.cn/0/6/26913843-1_l_16.jpg,19.90,小说
许三观卖血记（新版）,http://product.dangdang.com/25160766.html,http://img3m6.ddimg.cn/15/26/25160766-1_l_4.jpg,20.80,小说
古代人的日常生活系列（典藏版共2册）（古代房价高吗？古人如何抗疫？古人如何学外语？一本书满足你对古人日常生活的全部好奇！）,http://product.dangdang.com/29301878.html,http://img3m8.ddimg.cn/56/24/29301878-1_l_3.jpg,72.90,历史
遥远的救世主+天幕红尘+天局（王志文主演电视剧《天道》原著小说，豆豆矫健三部曲一套读懂世界。）,http://product.dangdang.com/28992967.html,http://img3m7.ddimg.cn/25/26/28992967-1_l_12.jpg,67.00,小说
我爱天下一切狗 季羡林散文集（爱尽万物，自在不言。）,http://product.dangdang.com/28964398.html,http://img3m8.ddimg.cn/67/21/28964398-1_l_22.jpg,24.50,文学
稻盛和夫-给年轻人的忠告,http://product.dangdang.com/27891646.html,http://img3m6.ddimg.cn/79/10/27891646-1_l_5.jpg,17.10,成功/励志
刀锋（毛姆经典哲思之作，苏州大学方华文教授全新修订&详细注释本）,http://product.dangdang.com/25273833.html,http://img3m3.ddimg.cn/24/21/25273833-1_l_12.jpg,18.70,小说
局外人・鼠疫（诺奖得主加缪两大代表作《局外人》《鼠疫》。翻译家李玉民翻译，拓展性注释，阅读不卡顿）,http://product.dangdang.com/25203037.html,http://img3m7.ddimg.cn/13/6/25203037-1_l_7.jpg,15.60,小说
果麦经典：了凡四训（“我命由我不由天！”曾国藩、胡适、稻盛和夫推崇的生活方式手册；费勇教授精美译文）,http://product.dangdang.com/25157989.html,http://img3m9.ddimg.cn/10/24/25157989-1_l_7.jpg,16.00,哲学/宗教
不吼不叫：如何平静地让孩子与父母合作,http://product.dangdang.com/23909227.html,http://img3m7.ddimg.cn/34/12/23909227-1_l_4.jpg,15.60,亲子/家教
Python编程 从入门到实践 第2版,http://product.dangdang.com/29280602.html,http://img3m2.ddimg.cn/65/23/29280602-1_l_10.jpg,54.90,计算机/网络
果麦经典：人类群星闪耀时（小米之父雷军、易中天、冯唐推荐！茨威格名作，十四篇历史特写：当改变命运的时刻降临，犹豫就会败北！),http://product.dangdang.com/27892638.html,http://img3m8.ddimg.cn/81/3/27892638-1_l_23.jpg,24.50,传记
遮蔽的天空（蒙尘70年，再次爆火的世纪文学经典，兰登书屋、《时代周刊》百大英语小说）,http://product.dangdang.com/25324761.html,http://img3m1.ddimg.cn/66/0/25324761-1_l_3.jpg,9.90,小说
审判（卡夫卡长篇代表作之一。钱满素、袁华清翻译）,http://product.dangdang.com/25246600.html,http://img3m0.ddimg.cn/16/20/25246600-1_l_11.jpg,12.30,小说
如何阅读一本书,http://product.dangdang.com/29226385.html,http://img3m5.ddimg.cn/1/11/29226385-1_l_4.jpg,34.80,社会科学
心若菩提(增订本),http://product.dangdang.com/29144556.html,http://img3m6.ddimg.cn/45/26/29144556-1_l_8.jpg,39.50,哲学/宗教
环游中国立体书（小学生深度游中国立体地图书）,http://product.dangdang.com/29135247.html,http://img3m7.ddimg.cn/42/4/29135247-1_l_53.jpg,43.50,童书
米小圈脑筋急转弯（第二辑）(套装共4册）,http://product.dangdang.com/28552328.html,http://img3m8.ddimg.cn/35/20/28552328-1_l_3.jpg,31.40,童书
网络霸权：冲破因特网霸权的中国战略,http://product.dangdang.com/25197979.html,http://img3m9.ddimg.cn/4/17/25197979-1_l_3.jpg,34.00,经济
牧羊少年奇幻之旅（央视《朗读者》、湖南卫视《天天向上》、李现、黄轩、TFBOYS、高圆圆推荐，能改变一个人一生的书）,http://product.dangdang.com/25172978.html,http://img3m8.ddimg.cn/50/28/25172978-1_l_5.jpg,24.10,小说
学习高手（90后哈佛耶鲁高分毕业生超实用学习法）,http://product.dangdang.com/29002852.html,http://img3m2.ddimg.cn/10/32/29002852-1_l_13.jpg,55.00,成功/励志
向上生长（九边作品。让选择变得精准，让机遇不再错失。 悉数解决人生困惑问题，实现向上生长。）,http://product.dangdang.com/28544504.html,http://img3m4.ddimg.cn/32/3/28544504-1_l_15.jpg,22.50,成功/励志
这里是中国 2019年度中国好书 文津图书奖获奖作品,http://product.dangdang.com/27932640.html,http://img3m0.ddimg.cn/87/8/27932640-1_l_12.jpg,109.00,科普读物
外婆的道歉信（外婆说，要大笑要做梦要与众不同。人生是一场伟大的冒险。销量突破100万册。随书附赠一封神秘道歉信）,http://product.dangdang.com/25072421.html,http://img3m1.ddimg.cn/77/0/25072421-1_l_33.jpg,21.00,小说
美的历程（李泽厚代表名作）,http://product.dangdang.com/23445574.html,http://img3m4.ddimg.cn/97/6/23445574-1_l_11.jpg,28.00,哲学/宗教
亲密关系（第6版）,http://product.dangdang.com/23742958.html,http://img3m8.ddimg.cn/85/21/23742958-1_l_7.jpg,110.40,心理学
画给孩子的二十四节气 : 精装彩绘本（中国第五大发明，非物质文化遗产）,http://product.dangdang.com/28541693.html,http://img3m3.ddimg.cn/92/4/28541693-1_l_11.jpg,40.00,童书
我这么自律，就是为了不平庸至死,http://product.dangdang.com/25259304.html,http://img3m4.ddimg.cn/48/33/25259304-1_l_10.jpg,28.50,成功/励志
傲慢与偏见（孙致礼先生翻译，幽默&唯美，豆瓣9.1分译本）,http://product.dangdang.com/24170731.html,http://img3m1.ddimg.cn/79/0/24170731-1_l_15.jpg,15.60,小说
人生只有一件事:教你如何活得更好,http://product.dangdang.com/29235725.html,http://img3m5.ddimg.cn/35/27/29235725-1_l_17.jpg,38.10,哲学/宗教
金字塔原理大全集（共2册）（思考表达和解决问题的逻辑，“抖音同款”麦肯锡40年经典培训教材）,http://product.dangdang.com/27891506.html,http://img3m6.ddimg.cn/38/18/27891506-1_l_7.jpg,88.00,管理
夏天、烟火和我的尸体（张震、田�D推荐。乙一16岁惊世成名作，高口碑暗黑杰作，获第6届JUMP小说大奖）,http://product.dangdang.com/27941986.html,http://img3m6.ddimg.cn/28/30/27941986-1_l_9.jpg,22.50,小说
捕捉儿童敏感期 孙瑞雪 （精装珍藏版）,http://product.dangdang.com/23194043.html,http://img3m3.ddimg.cn/26/1/23194043-1_l_4.jpg,20.90,亲子/家教
刘擎西方现代思想讲义（奇葩说导师、得到App主理人刘擎讲透西方思想史，马东、罗振宇、陈嘉映、施展力荐）,http://product.dangdang.com/29180031.html,http://img3m1.ddimg.cn/78/18/29180031-1_l_25.jpg,79.00,哲学/宗教
养育女孩（新版）,http://product.dangdang.com/28520581.html,http://img3m1.ddimg.cn/67/19/28520581-1_l_5.jpg,19.90,亲子/家教
课堂里的数据会说话,http://product.dangdang.com/25232526.html,http://img3m6.ddimg.cn/0/6/25232526-1_l_3.jpg,32.10,社会科学
社会心理学（第11版）,http://product.dangdang.com/23840740.html,http://img3m0.ddimg.cn/55/12/23840740-1_l_8.jpg,102.40,心理学
余秋雨 文化苦旅,http://product.dangdang.com/23415029.html,http://img3m9.ddimg.cn/44/23/23415029-1_l_22.jpg,19.00,文学
思考，快与慢（团购电话400-106-6666转6）,http://product.dangdang.com/22781388.html,http://img3m8.ddimg.cn/3/7/22781388-1_l_5.jpg,43.40,管理
安娜・卡列尼娜（全二册，精装大开本，托尔斯泰三部曲之一，草婴翻译，无删节全译本）,http://product.dangdang.com/28473428.html,http://img3m8.ddimg.cn/38/4/28473428-1_l_14.jpg,64.90,小说
战争与和平（全三册，精装大开本，托尔斯泰三部曲之一，草婴翻译，无删节全译本）,http://product.dangdang.com/28473427.html,http://img3m7.ddimg.cn/37/3/28473427-1_l_14.jpg,88.40,小说
苦难辉煌（金一南教授授权，无删减全新修订增补版）,http://product.dangdang.com/29210070.html,http://img3m0.ddimg.cn/21/13/29210070-1_l_21.jpg,59.20,文学
孩子受益一生的专注力训练 以哈佛“优势循环”四步法为基础，更适用于中国家庭的生理、心理、学理三位一体的儿童、青少年专注力训练体系。,http://product.dangdang.com/28529991.html,http://img3m1.ddimg.cn/72/31/28529991-1_l_4.jpg,37.30,亲子/家教
是谁嗯嗯在我的头上――邓超微博推荐的绘本 带给孩子更多勇气和自信的绘本！,http://product.dangdang.com/27942700.html,http://img3m0.ddimg.cn/49/4/27942700-1_l_12.jpg,19.90,童书
米小圈上学记三年级（套装共4册）,http://product.dangdang.com/25261324.html,http://img3m4.ddimg.cn/88/18/25261324-1_l_12.jpg,49.00,童书
塞纳河畔的一把椅子 : 法兰西四百年,http://product.dangdang.com/27909722.html,http://img3m2.ddimg.cn/38/30/27909722-1_l_3.jpg,11.70,历史
把自己当回事儿（杨天真的沟通秘籍！蔡康永、樊登、罗永浩真挚推荐，李诞、马伊�P、脱不花诚意作序。）,http://product.dangdang.com/29215350.html,http://img3m0.ddimg.cn/54/2/29215350-1_l_8.jpg,56.00,成功/励志
德鲁克 卓有成效的管理者,http://product.dangdang.com/27848019.html,http://img3m9.ddimg.cn/12/6/27848019-1_l_10.jpg,44.80,管理
科幻世界・三体（典藏版）,http://product.dangdang.com/23989081.html,http://img3m1.ddimg.cn/94/20/23989081-1_l_20.jpg,14.30,小说
断舍离（经典断舍离，山下英子初版全本）,http://product.dangdang.com/23271503.html,http://img3m3.ddimg.cn/68/20/23271503-1_l_22.jpg,14.40,成功/励志
洛伦茨的经典科普系列一：《所罗门王的指环》（诺贝尔生物或医学奖获得者经典著作：这不是一本童话书，但却让你觉得所有童话中关于动物的拟人描写都是那么合情合理）,http://product.dangdang.com/22913034.html,http://img3m4.ddimg.cn/78/7/22913034-1_l_10.jpg,29.00,科普读物
山海经 精装珍藏本 中国远古百科奇书，是地理方志亦是神话故事集 精装插图 名社新版,http://product.dangdang.com/23978306.html,http://img3m6.ddimg.cn/11/12/23978306-1_l_6.jpg,38.20,古籍
不可思议的旅程三部曲（2020版）,http://product.dangdang.com/29119862.html,http://img3m2.ddimg.cn/2/11/29119862-1_l_7.jpg,89.70,童书
造物的人,http://product.dangdang.com/25248750.html,http://img3m0.ddimg.cn/87/24/25248750-1_l_3.jpg,11.70,文学
意林合订本2021年07期-12期（总第69卷）（升级版）,http://product.dangdang.com/29243637.html,http://img3m7.ddimg.cn/27/21/29243637-1_l_1.jpg,16.80,成功/励志
科幻世界・三体(一),http://product.dangdang.com/20989573.html,http://img3m3.ddimg.cn/88/28/20989573-1_l_16.jpg,12.20,小说
三毛全集02：撒哈拉的故事,http://product.dangdang.com/24242914.html,http://img3m4.ddimg.cn/91/33/24242914-1_l_6.jpg,24.10,文学
这里是中国2 百年重塑山河 入选北京市科学技术协会 “2021年优秀科普读物推荐书目”  典藏级国民地理书星球研究所著 书写近代中国创造史 中国建设之美家园之美梦想之美,http://product.dangdang.com/29262958.html,http://img3m8.ddimg.cn/43/28/29262958-1_l_15.jpg,129.00,科普读物
故宫六百年（上下册）（去过故宫1000多次的史学大家阎崇年完整讲述故宫600年）,http://product.dangdang.com/28531652.html,http://img3m2.ddimg.cn/50/27/28531652-1_l_9.jpg,69.50,历史
父权制与资本主义（《厌女》作者上野千鹤子新作，女权声明，思考女性地位与男女平等）,http://product.dangdang.com/28534788.html,http://img3m8.ddimg.cn/18/18/28534788-1_l_7.jpg,34.80,社会科学
夏洛的网(2020版）（三年级阅读经典书目）,http://product.dangdang.com/28533668.html,http://img3m8.ddimg.cn/86/8/28533668-1_l_7.jpg,27.50,童书
国富论（上下册）（附有概念导图）,http://product.dangdang.com/28548194.html,http://img3m4.ddimg.cn/59/30/28548194-1_l_40.jpg,41.90,经济
银火箭少年科幻系列・第1辑（8册。“雨果奖”得主、三体作者刘慈欣主编，套装内作者作品曾获银河奖特等奖等多项国际大奖）,http://product.dangdang.com/25259302.html,http://img3m2.ddimg.cn/46/31/25259302-1_l_25.jpg,125.50,童书
童年的秘密（蒙台梭利早教经典，儿童教育革命性著作，揭秘“儿童敏感期”，寻找孩子成长的奥秘）,http://product.dangdang.com/25215587.html,http://img3m7.ddimg.cn/89/13/25215587-1_l_6.jpg,9.70,育儿/早教
罗生门（芥川龙之介小说集。《人间失格》作者太宰治是芥川的头号书迷）,http://product.dangdang.com/25190564.html,http://img3m4.ddimg.cn/14/2/25190564-1_l_7.jpg,14.60,小说
一个人的村庄(新疆乡土作家刘亮程的经典之作!),http://product.dangdang.com/9148752.html,http://img3m2.ddimg.cn/63/21/9148752-1_l_1.jpg,16.50,文学
莫泊桑短篇小说集,http://product.dangdang.com/25280956.html,http://img3m6.ddimg.cn/19/3/25280956-1_l_6.jpg,34.40,小说
知行合一王阳明大全集（全5册）（樊登推荐！百万读者了解阳明心学的入门书，当世阳明心学领军人度阴山经典力作！）,http://product.dangdang.com/27855374.html,http://img3m4.ddimg.cn/41/35/27855374-1_l_19.jpg,108.00,历史
拼娃:学霸世家谈教育,http://product.dangdang.com/24247350.html,http://img3m0.ddimg.cn/72/29/24247350-1_l_4.jpg,34.00,亲子/家教
半小时漫画科学史系列（全3册）（从地心说到相对论，半小时读懂人类如何从蒙昧走向理性）（专享知识脉络图）,http://product.dangdang.com/29247608.html,http://img3m8.ddimg.cn/38/33/29247608-1_l_24.jpg,66.00,科普读物
欧・亨利短篇小说集,http://product.dangdang.com/25280959.html,http://img3m9.ddimg.cn/22/6/25280959-1_l_6.jpg,34.40,小说
中华人民共和国民法典(64开红皮烫金) 2021年1月起正式施行,http://product.dangdang.com/28553796.html,http://img3m6.ddimg.cn/18/8/28553796-1_l_25.jpg,6.80,法律
巴巴爸爸经典故事系列（全十册）,http://product.dangdang.com/25480195.html,http://img3m5.ddimg.cn/70/34/25480195-1_l_19.jpg,80.00,童书
一句顶一万句（典藏版，《朗读者》第五期，刘震云与观众一起分享上个世纪三十年代的故事）,http://product.dangdang.com/23926283.html,http://img3m3.ddimg.cn/62/11/23926283-1_l_17.jpg,22.50,小说
大卫科波菲尔（狄更斯传奇自传性小说，翻译家宋兆霖全译本）,http://product.dangdang.com/23753565.html,http://img3m5.ddimg.cn/0/9/23753565-1_l_11.jpg,24.50,小说
干法（平装本）,http://product.dangdang.com/29298908.html,http://img3m8.ddimg.cn/56/14/29298908-1_l_5.jpg,24.50,管理
大中华寻宝系列28 黑龙江寻宝记,http://product.dangdang.com/29277803.html,http://img3m3.ddimg.cn/38/36/29277803-1_l_4.jpg,22.75,童书
菜根谭：中国人“处世三大奇书”之一，全新插画未删减珍藏版,http://product.dangdang.com/28995535.html,http://img3m5.ddimg.cn/19/4/28995535-1_l_15.jpg,39.60,文学
崔玉涛育儿百科,http://product.dangdang.com/26312676.html,http://img3m6.ddimg.cn/60/15/26312676-1_l_19.jpg,89.00,育儿/早教
一切都在孤独里成全：叔本华的人生智慧,http://product.dangdang.com/25310659.html,http://img3m9.ddimg.cn/22/32/25310659-1_l_6.jpg,21.00,哲学/宗教
月亮的味道（精装）,http://product.dangdang.com/25176229.html,http://img3m9.ddimg.cn/34/23/25176229-1_l_4.jpg,17.40,童书
飘（上下） 世界名著典藏,http://product.dangdang.com/23671032.html,http://img3m2.ddimg.cn/33/23/23671032-1_l_7.jpg,25.00,小说
爱你就像爱生命（2021版）,http://product.dangdang.com/29288640.html,http://img3m0.ddimg.cn/84/32/29288640-1_l_7.jpg,24.50,文学
在异乡的窗口，守望,http://product.dangdang.com/24101700.html,http://img3m0.ddimg.cn/51/11/24101700-1_l_3.jpg,11.70,社会科学
小兔汤姆旅行版（全26册）,http://product.dangdang.com/23426498.html,http://img3m8.ddimg.cn/29/22/23426498-1_l_4.jpg,56.70,童书
2022亲子日历：给孩子的一日一诗（王芳、洪晃、安岚鼎力推荐、和孩子一起学习传世国画、认字、读诗、了解中国传统文化）,http://product.dangdang.com/29307175.html,http://img3m5.ddimg.cn/7/30/29307175-1_l_16.jpg,39.00,童书
协和专家孕产大百科（汉竹）,http://product.dangdang.com/24029891.html,http://img3m1.ddimg.cn/17/19/24029891-1_l_9.jpg,24.90,孕产/胎教
枪炮、病菌与钢铁――人类社会的命运(修订版）,http://product.dangdang.com/24010525.html,http://img3m5.ddimg.cn/55/4/24010525-1_l_7.jpg,22.00,历史
时间简史（插图本）（央视《朗读者》推荐）,http://product.dangdang.com/463785.html,http://img3m5.ddimg.cn/69/27/463785-1_l_1.jpg,22.50,科普读物
酸梅,http://product.dangdang.com/29130316.html,http://img3m6.ddimg.cn/61/31/29130316-1_l_9.jpg,21.30,青春文学
外婆出租中,http://product.dangdang.com/29276874.html,http://img3m4.ddimg.cn/0/32/29276874-1_l_11.jpg,21.00,小说
逻辑表达力:说话缜密有趣，一句顶一万句,http://product.dangdang.com/27951136.html,http://img3m6.ddimg.cn/70/4/27951136-1_l_15.jpg,17.90,成功/励志
